country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-05,16,15,,3,12,-6
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-06,11,15,,,-31,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-07,6,7,197,-16,-34,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-08,10,10,,-10,-33,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-09,5,4,126,-20,-33,5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-10,-1,8,165,-6,-9,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-11,-8,6,234,-6,0,-3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-12,23,18,,4,15,-6
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-13,14,15,,,-34,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-14,2,4,141,-21,-34,5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-15,-5,-4,65,-25,-34,8
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-16,4,7,100,-24,-33,6
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-17,-2,6,144,-7,-10,5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-18,-4,11,221,-2,-2,-2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-19,31,26,,9,17,-9
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-20,16,21,,,-32,0
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-21,8,9,,-13,-34,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-22,10,11,,-11,-31,3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-23,9,7,237,-13,-32,3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-24,-6,4,131,-9,-9,6
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-25,-8,4,228,4,0,-3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-26,16,16,180,5,14,-5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-27,10,15,,,-32,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-28,6,7,,-11,-33,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-29,8,9,,-14,-33,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-30,4,6,,-30,-34,5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-07-31,1,10,180,-16,-12,4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-01,-7,8,148,-21,-3,0
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-02,24,23,,2,13,-7
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-03,-7,-6,,-26,-53,1
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-04,5,8,,-28,-35,5
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-05,16,14,,-23,-33,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-06,12,8,240,-26,-33,3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-07,0,7,268,-19,-10,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-08,-6,4,257,-11,-3,-4
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-09,26,18,,-1,13,-8
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-10,18,17,,-12,-32,0
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-11,9,4,,-25,-34,3
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-12,11,8,,-17,-33,2
CA,Canada,Newfoundland and Labrador,,,CA-NL,,2020-08-13,7,3,168,-23,-34,4
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-15,-1,-6,-10,4,-1,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-16,57,51,84,27,14,-6
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-17,-35,-50,105,-34,-67,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-18,6,17,-2,0,-2,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-19,-1,-5,-4,-1,-5,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-20,9,3,4,-3,0,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-21,0,-2,-16,0,2,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-22,0,-3,2,4,1,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-23,53,39,202,35,20,-7
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-24,1,2,26,3,2,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-25,-1,2,6,4,2,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-26,7,4,18,9,2,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-27,-6,-7,-18,-8,1,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-28,1,2,-18,6,5,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-02-29,2,-1,2,13,4,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-01,38,32,71,28,17,-4
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-02,5,4,16,4,3,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-03,3,5,5,2,3,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-04,2,-3,-8,2,1,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-05,8,5,15,0,5,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-06,7,9,16,6,7,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-07,-13,-13,-22,-8,-2,4
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-08,54,41,141,32,19,-6
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-09,2,3,9,3,2,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-10,-1,1,-9,0,1,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-11,2,1,4,3,1,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-12,13,20,41,2,3,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-13,1,27,-14,-7,1,3
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-14,-6,17,21,-2,-1,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-15,38,64,182,13,13,-4
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-16,-5,34,20,-27,-29,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-17,-22,15,21,-33,-37,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-18,-30,0,71,-36,-42,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-19,-30,4,86,-42,-44,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-20,-43,-8,-22,-49,-47,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-21,-49,-21,88,-38,-34,11
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-22,-34,4,83,-38,-25,4
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-23,-50,-21,-16,-58,-55,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-24,-65,-39,-54,-66,-61,24
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-25,-51,-21,-7,-57,-58,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-26,-58,-30,-47,-69,-59,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-27,-55,-24,-42,-65,-57,24
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-28,-56,-29,-4,-52,-42,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-29,-33,-7,95,-45,-32,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-30,-52,-26,-31,-64,-59,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-03-31,-53,-25,-40,-66,-60,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-01,-55,-30,-38,-66,-60,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-02,-56,-32,-51,-74,-60,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-03,-53,-27,-52,-69,-58,24
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-04,-59,-36,-44,-61,-44,16
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-05,-38,-15,44,-51,-33,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-06,-51,-27,-24,-66,-59,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-07,-53,-25,-35,-67,-60,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-08,-49,-20,-29,-66,-60,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-09,-36,2,-19,-65,-60,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-10,-84,-75,-68,-83,-83,33
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-11,-55,-21,-55,-62,-46,16
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-12,-71,-65,27,-60,-44,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-13,-56,-34,-43,-75,-68,24
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-14,-49,-26,-15,-66,-60,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-15,-50,-29,-46,-68,-61,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-16,-45,-23,-23,-67,-59,21
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-17,-50,-27,-41,-68,-58,24
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-18,-57,-35,-54,-64,-41,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-19,-44,-25,10,-63,-33,6
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-20,-46,-26,-19,-68,-58,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-21,-45,-23,-13,-66,-59,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-22,-49,-30,-42,-69,-59,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-23,-46,-23,-27,-69,-58,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-24,-54,-32,-43,-69,-56,23
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-25,-51,-30,-19,-56,-39,13
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-26,-25,-5,60,-49,-27,4
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-27,-48,-29,-51,-74,-58,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-28,-55,-32,-57,-74,-61,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-29,-40,-18,-21,-62,-58,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-04-30,-37,-15,3,-62,-56,18
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-01,-43,-21,-26,-63,-55,22
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-02,-50,-31,-20,-60,-39,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-03,-13,2,307,-33,-23,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-04,-40,-22,1,-68,-56,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-05,-40,-20,3,-66,-57,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-06,-35,-18,85,-59,-56,18
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-07,-40,-18,-12,-71,-56,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-08,-38,-13,46,-60,-52,20
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-09,-45,-17,-32,-66,-36,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-10,-8,15,107,-50,-19,3
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-11,-33,-16,130,-56,-53,16
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-12,-40,-19,10,-64,-55,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-13,-36,-17,37,-60,-54,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-14,-30,-11,98,-61,-53,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-15,-35,-13,89,-59,-52,17
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-16,-44,-23,26,-59,-33,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-17,1,20,,-35,-14,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-18,-39,-28,217,-66,-72,19
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-19,-29,-9,115,-57,-52,16
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-20,-23,-6,133,-47,-52,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-21,-21,-2,187,-51,-51,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-22,-28,-7,168,-49,-47,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-23,-32,-15,119,-41,-25,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-24,5,22,407,-22,-8,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-25,-20,-5,153,-50,-49,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-26,-26,-10,109,-51,-48,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-27,-20,-4,153,-45,-48,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-28,-16,-1,228,-48,-46,13
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-29,-26,-6,86,-49,-44,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-30,-34,-16,43,-46,-18,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-05-31,5,23,321,-25,2,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-01,-18,-6,132,-45,-44,13
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-02,-24,-9,83,-51,-46,15
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-03,-28,-13,17,-55,-47,17
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-04,-17,-1,224,-47,-43,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-05,-21,-6,120,-50,-41,13
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-06,-29,-17,33,-49,-14,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-07,7,19,209,-36,2,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-08,-13,-5,150,-47,-41,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-09,-16,-7,147,-48,-42,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-10,-10,-3,153,-43,-42,12
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-11,-10,-3,142,-49,-41,11
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-12,-19,-7,71,-50,-39,13
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-13,-21,-14,155,-37,-7,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-14,18,24,320,-28,8,-3
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-15,-8,-2,176,-44,-40,11
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-16,-8,-1,242,-41,-39,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-17,-8,-2,235,-40,-40,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-18,-3,2,326,-43,-39,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-19,-9,2,254,-41,-37,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-20,-15,-5,263,-34,-6,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-21,33,36,,-23,15,-6
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-22,-7,-4,162,-44,-41,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-23,-7,-2,189,-41,-41,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-24,-6,-3,189,-40,-38,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-25,-2,1,232,-43,-37,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-26,-8,1,195,-40,-34,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-27,-15,-9,242,-28,-7,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-28,23,27,224,-27,9,-4
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-29,0,3,158,-41,-39,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-06-30,7,23,154,-41,-39,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-01,-42,-43,,-51,-71,14
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-02,3,8,288,-42,-41,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-03,-5,4,213,-38,-39,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-04,-16,-10,222,-31,-7,2
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-05,30,30,,-15,11,-7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-06,-4,1,102,-43,-40,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-07,-3,2,,-36,-39,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-08,-5,-1,138,-37,-38,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-09,1,5,233,-41,-36,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-10,-9,1,266,-37,-35,6
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-11,-18,-10,130,-34,-7,3
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-12,30,33,387,-14,11,-5
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-13,0,2,297,-36,-38,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-14,-8,-2,112,-44,-39,9
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-15,-5,-2,100,-40,-38,10
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-16,3,3,231,-37,-35,6
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-17,-7,0,209,-34,-34,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-18,-13,-7,240,-22,-6,1
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-19,38,38,,-2,11,-9
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-20,3,7,260,-35,-38,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-21,-2,4,,-37,-39,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-22,-2,1,,-34,-37,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-23,-1,2,138,-42,-36,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-24,-8,1,225,-34,-34,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-25,-15,-10,327,-23,-7,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-26,31,32,,-9,11,-7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-27,0,3,217,-37,-39,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-28,-3,1,,-37,-38,8
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-29,2,6,,-33,-38,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-30,7,10,308,-36,-37,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-07-31,-6,4,235,-33,-37,6
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-01,-15,-8,301,-25,-9,-1
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-02,37,43,,1,11,-10
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-03,-17,-14,323,-51,-64,11
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-04,-3,6,,-38,-40,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-05,0,4,,-35,-40,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-06,3,6,334,-37,-38,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-07,-9,-1,254,-34,-36,5
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-08,-16,-10,279,-22,-9,0
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-09,36,36,,-1,13,-10
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-10,1,4,283,-36,-39,6
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-11,-6,-1,201,-39,-39,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-12,-5,-2,,-36,-38,7
CA,Canada,Nova Scotia,,,CA-NS,,2020-08-13,1,4,322,-37,-36,5
CA,Canada,Ontario,,,CA-ON,,2020-02-15,2,3,20,5,1,-1
CA,Canada,Ontario,,,CA-ON,,2020-02-16,16,13,44,5,-2,-2
CA,Canada,Ontario,,,CA-ON,,2020-02-17,-26,-37,70,-40,-72,16
CA,Canada,Ontario,,,CA-ON,,2020-02-18,-1,12,-5,2,0,1
CA,Canada,Ontario,,,CA-ON,,2020-02-19,0,4,-4,-2,1,0
CA,Canada,Ontario,,,CA-ON,,2020-02-20,4,4,3,0,2,0
CA,Canada,Ontario,,,CA-ON,,2020-02-21,1,-3,11,-1,-7,1
CA,Canada,Ontario,,,CA-ON,,2020-02-22,8,6,44,11,7,-2
CA,Canada,Ontario,,,CA-ON,,2020-02-23,12,6,53,9,5,-1
CA,Canada,Ontario,,,CA-ON,,2020-02-24,2,2,18,-2,2,0
CA,Canada,Ontario,,,CA-ON,,2020-02-25,1,7,2,1,3,0
CA,Canada,Ontario,,,CA-ON,,2020-02-26,-8,-5,-15,-6,-2,3
CA,Canada,Ontario,,,CA-ON,,2020-02-27,-13,-12,-17,-5,-8,5
CA,Canada,Ontario,,,CA-ON,,2020-02-28,-5,-4,-10,-1,-1,2
CA,Canada,Ontario,,,CA-ON,,2020-02-29,5,6,9,6,8,-1
CA,Canada,Ontario,,,CA-ON,,2020-03-01,11,10,23,4,6,-1
CA,Canada,Ontario,,,CA-ON,,2020-03-02,2,4,0,-2,4,0
CA,Canada,Ontario,,,CA-ON,,2020-03-03,1,3,-6,0,4,0
CA,Canada,Ontario,,,CA-ON,,2020-03-04,4,4,1,0,4,0
CA,Canada,Ontario,,,CA-ON,,2020-03-05,6,6,21,2,0,0
CA,Canada,Ontario,,,CA-ON,,2020-03-06,-3,-4,-4,-3,3,1
CA,Canada,Ontario,,,CA-ON,,2020-03-07,10,9,41,8,9,-1
CA,Canada,Ontario,,,CA-ON,,2020-03-08,13,10,86,6,5,-1
CA,Canada,Ontario,,,CA-ON,,2020-03-09,4,5,41,-3,3,1
CA,Canada,Ontario,,,CA-ON,,2020-03-10,1,4,-2,-4,3,1
CA,Canada,Ontario,,,CA-ON,,2020-03-11,3,7,1,-5,2,1
CA,Canada,Ontario,,,CA-ON,,2020-03-12,6,32,9,-6,1,1
CA,Canada,Ontario,,,CA-ON,,2020-03-13,-3,41,-7,-16,-4,3
CA,Canada,Ontario,,,CA-ON,,2020-03-14,-10,26,5,-17,0,3
CA,Canada,Ontario,,,CA-ON,,2020-03-15,-10,14,44,-22,-6,4
CA,Canada,Ontario,,,CA-ON,,2020-03-16,-12,27,10,-39,-31,11
CA,Canada,Ontario,,,CA-ON,,2020-03-17,-29,15,2,-46,-39,15
CA,Canada,Ontario,,,CA-ON,,2020-03-18,-36,1,1,-51,-44,17
CA,Canada,Ontario,,,CA-ON,,2020-03-19,-38,2,11,-54,-47,19
CA,Canada,Ontario,,,CA-ON,,2020-03-20,-45,-8,-15,-56,-49,21
CA,Canada,Ontario,,,CA-ON,,2020-03-21,-48,-12,16,-49,-34,13
CA,Canada,Ontario,,,CA-ON,,2020-03-22,-51,-22,6,-55,-38,12
CA,Canada,Ontario,,,CA-ON,,2020-03-23,-47,-13,-39,-66,-55,22
CA,Canada,Ontario,,,CA-ON,,2020-03-24,-48,-12,-6,-64,-57,22
CA,Canada,Ontario,,,CA-ON,,2020-03-25,-54,-23,5,-67,-61,25
CA,Canada,Ontario,,,CA-ON,,2020-03-26,-55,-22,-10,-68,-61,26
CA,Canada,Ontario,,,CA-ON,,2020-03-27,-54,-21,10,-67,-61,26
CA,Canada,Ontario,,,CA-ON,,2020-03-28,-60,-29,-31,-65,-46,16
CA,Canada,Ontario,,,CA-ON,,2020-03-29,-59,-33,-14,-66,-46,14
CA,Canada,Ontario,,,CA-ON,,2020-03-30,-55,-27,-34,-71,-63,25
CA,Canada,Ontario,,,CA-ON,,2020-03-31,-51,-17,-27,-69,-62,24
CA,Canada,Ontario,,,CA-ON,,2020-04-01,-51,-21,1,-69,-63,25
CA,Canada,Ontario,,,CA-ON,,2020-04-02,-51,-20,3,-69,-63,26
CA,Canada,Ontario,,,CA-ON,,2020-04-03,-55,-22,-28,-70,-62,27
CA,Canada,Ontario,,,CA-ON,,2020-04-04,-57,-27,-18,-63,-46,16
CA,Canada,Ontario,,,CA-ON,,2020-04-05,-60,-32,-11,-67,-47,14
CA,Canada,Ontario,,,CA-ON,,2020-04-06,-55,-23,-5,-70,-63,24
CA,Canada,Ontario,,,CA-ON,,2020-04-07,-55,-18,-21,-69,-63,25
CA,Canada,Ontario,,,CA-ON,,2020-04-08,-52,-14,-10,-69,-64,25
CA,Canada,Ontario,,,CA-ON,,2020-04-09,-44,7,-31,-68,-64,25
CA,Canada,Ontario,,,CA-ON,,2020-04-10,-82,-67,-38,-81,-86,36
CA,Canada,Ontario,,,CA-ON,,2020-04-11,-54,-9,-20,-62,-48,16
CA,Canada,Ontario,,,CA-ON,,2020-04-12,-80,-68,-20,-70,-55,15
CA,Canada,Ontario,,,CA-ON,,2020-04-13,-58,-25,-47,-75,-69,27
CA,Canada,Ontario,,,CA-ON,,2020-04-14,-52,-14,-31,-70,-63,25
CA,Canada,Ontario,,,CA-ON,,2020-04-15,-53,-20,-37,-70,-63,26
CA,Canada,Ontario,,,CA-ON,,2020-04-16,-54,-19,-32,-70,-63,27
CA,Canada,Ontario,,,CA-ON,,2020-04-17,-56,-23,-33,-69,-62,28
CA,Canada,Ontario,,,CA-ON,,2020-04-18,-58,-27,-11,-58,-43,15
CA,Canada,Ontario,,,CA-ON,,2020-04-19,-61,-36,-36,-66,-44,14
CA,Canada,Ontario,,,CA-ON,,2020-04-20,-53,-23,-5,-68,-62,24
CA,Canada,Ontario,,,CA-ON,,2020-04-21,-56,-26,-44,-70,-62,25
CA,Canada,Ontario,,,CA-ON,,2020-04-22,-54,-22,-27,-69,-62,25
CA,Canada,Ontario,,,CA-ON,,2020-04-23,-54,-21,-25,-68,-62,26
CA,Canada,Ontario,,,CA-ON,,2020-04-24,-56,-25,-19,-67,-61,26
CA,Canada,Ontario,,,CA-ON,,2020-04-25,-56,-25,22,-54,-41,14
CA,Canada,Ontario,,,CA-ON,,2020-04-26,-59,-32,-36,-65,-43,14
CA,Canada,Ontario,,,CA-ON,,2020-04-27,-51,-20,19,-65,-60,23
CA,Canada,Ontario,,,CA-ON,,2020-04-28,-51,-18,-3,-65,-61,18
CA,Canada,Ontario,,,CA-ON,,2020-04-29,-53,-23,-31,-68,-61,25
CA,Canada,Ontario,,,CA-ON,,2020-04-30,-51,-18,-24,-67,-61,26
CA,Canada,Ontario,,,CA-ON,,2020-05-01,-51,-18,10,-63,-59,25
CA,Canada,Ontario,,,CA-ON,,2020-05-02,-54,-23,1,-54,-39,14
CA,Canada,Ontario,,,CA-ON,,2020-05-03,-49,-21,62,-52,-36,11
CA,Canada,Ontario,,,CA-ON,,2020-05-04,-49,-18,-3,-66,-59,23
